4	2010-10-11T20:30:23Z	37.7826046833	-122.4076080167	14608
4	2010-10-02T18:58:55Z	37.7868705523	-122.4549742274	640452
4	2010-09-29T20:29:54Z	37.7826583333	-122.4063205667	166197
4	2010-09-15T19:41:45Z	37.7855207387	-122.3969757557	26645
4	2010-08-29T01:40:49Z	37.77985	-122.4944372333	102499
4	2010-08-24T01:49:35Z	37.778430867	-122.3893941	1582288
4	2010-08-24T01:47:16Z	37.7783555476	-122.3894011974	10677
4	2010-08-19T20:09:11Z	37.784282779	-122.4091100693	36365
4	2010-08-16T20:21:53Z	37.7854578538	-122.4128821943	260236
4	2010-08-15T01:03:46Z	39.3280367	-120.2401895	167388
4	2010-08-13T16:42:47Z	37.7864788714	-122.403563261	57155
4	2010-08-13T02:06:58Z	37.7606275833	-122.5040394667	1088373
4	2010-08-08T17:57:02Z	37.8734475518	-122.4557214975	42783
4	2010-08-07T22:39:51Z	37.69842287	-122.4819520238	84898
4	2010-08-05T19:42:40Z	37.7818407155	-122.4100327492	32140
4	2010-08-04T04:01:02Z	37.7602741324	-122.5104010105	992976
4	2010-08-01T01:47:51Z	37.7602741324	-122.5104010105	992976
4	2010-07-31T19:22:03Z	37.04969225	-122.0656482833	86479
4	2010-07-30T23:47:38Z	37.7864788714	-122.403563261	57155
4	2010-07-30T23:47:13Z	37.786591218	-122.403858304	152880
4	2010-07-28T20:09:02Z	37.7864788714	-122.403563261	57155
4	2010-07-27T15:10:38Z	37.7602741324	-122.5104010105	992976
4	2010-07-18T19:41:40Z	37.76396755	-122.46632515	36076
4	2010-07-17T19:20:32Z	37.7528167	-122.5055401667	104960
4	2010-07-16T20:02:22Z	37.7837146673	-122.3985099792	422825
4	2010-07-16T15:26:10Z	37.7602741324	-122.5104010105	992976
4	2010-07-16T01:47:15Z	37.7711144167	-122.4865754167	63176
4	2010-07-15T16:06:55Z	37.7864788714	-122.403563261	57155
4	2010-07-11T20:05:17Z	37.7651470833	-122.4662586833	107225
4	2010-07-10T20:01:35Z	37.7082019	-122.3997329	170040
4	2010-07-09T20:43:13Z	37.61467	-122.3851	1364814
4	2010-07-09T19:57:52Z	37.7874355361	-122.3991628813	55485
4	2010-07-06T16:13:23Z	37.7864788714	-122.403563261	57155
4	2010-07-04T16:43:56Z	37.7021771324	-122.46910737	44705
4	2010-07-02T19:19:59Z	37.7902877066	-122.3895693678	879598
4	2010-07-02T17:47:02Z	37.7899020612	-122.3899242939	89485
4	2010-07-01T20:12:48Z	37.7864788714	-122.403563261	57155
4	2010-06-30T20:57:10Z	37.7826046833	-122.4076080167	14608
4	2010-06-30T19:32:09Z	37.7825583	-122.4001254333	210176
4	2010-06-30T16:15:31Z	37.7864788714	-122.403563261	57155
4	2010-06-30T01:21:14Z	37.8007900667	-122.4100112833	10191
4	2010-06-29T21:54:54Z	37.7864788714	-122.403563261	57155
4	2010-06-28T17:47:53Z	37.7864788714	-122.403563261	57155
4	2010-06-28T14:53:33Z	37.7602741324	-122.5104010105	992976
4	2010-06-26T21:24:44Z	21.3331932881	-157.9205703735	28457
4	2010-06-26T18:46:39Z	21.9779116414	-159.3494796753	34954
4	2010-06-26T04:29:23Z	22.223603717	-159.46730375	1320020
4	2010-06-24T22:38:09Z	22.2125465	-159.4981578167	369919
4	2010-06-24T22:32:56Z	22.2130263667	-159.4963583167	603934
4	2010-06-24T21:58:57Z	22.223603717	-159.46730375	1320020
4	2010-06-24T17:27:40Z	22.223603717	-159.46730375	1320020
4	2010-06-23T22:33:43Z	22.2035827637	-159.4939804077	705172
4	2010-06-23T22:22:51Z	22.2125465	-159.4981578167	369919
4	2010-06-23T22:22:23Z	22.2130263667	-159.4963583167	603934
4	2010-06-23T22:07:05Z	22.223603717	-159.46730375	1320020
4	2010-06-22T01:43:14Z	22.22357425	-159.4652804167	292646
4	2010-06-20T00:30:18Z	21.9779116414	-159.3494796753	34954
4	2010-06-19T22:34:34Z	21.3331932881	-157.9205703735	28457
4	2010-06-19T15:37:36Z	37.6163560649	-122.3861503601	19542
4	2010-06-17T19:45:26Z	37.7914265	-122.4041966	125844
4	2010-06-17T18:03:07Z	37.7864788714	-122.403563261	57155
4	2010-06-16T22:52:02Z	37.7864788714	-122.403563261	57155
4	2010-06-16T16:07:12Z	37.7864788714	-122.403563261	57155
4	2010-06-15T23:08:58Z	37.7864788714	-122.403563261	57155
4	2010-06-15T19:18:54Z	37.7864788714	-122.403563261	57155
4	2010-06-14T23:56:14Z	37.7864788714	-122.403563261	57155
4	2010-06-14T18:11:41Z	37.7864788714	-122.403563261	57155
4	2010-06-13T04:42:40Z	37.77960855	-122.39513925	25818
4	2010-06-13T03:25:46Z	37.7783555476	-122.3894011974	10677
4	2010-06-13T00:26:16Z	37.7777365104	-122.3888969421	1127338
4	2010-06-13T00:24:44Z	37.7766187	-122.3900647833	17313
4	2010-06-13T00:22:32Z	37.7783555476	-122.3894011974	10677
4	2010-06-12T15:27:01Z	37.7711144167	-122.4865754167	63176
4	2010-06-11T19:28:37Z	37.7864788714	-122.403563261	57155
4	2010-06-11T16:24:21Z	37.786591218	-122.403858304	152880
4	2010-06-11T03:19:56Z	37.7602741324	-122.5104010105	992976
4	2010-06-10T22:48:35Z	37.786591218	-122.403858304	152880
4	2010-06-10T22:39:26Z	37.7864788714	-122.403563261	57155
4	2010-06-09T22:40:11Z	37.7864788714	-122.403563261	57155
4	2010-06-09T17:37:26Z	37.7864788714	-122.403563261	57155
4	2010-06-09T02:27:52Z	37.7602741324	-122.5104010105	992976
4	2010-06-09T00:03:58Z	37.7864788714	-122.403563261	57155
4	2010-06-08T16:46:54Z	37.7864788714	-122.403563261	57155
4	2010-06-07T19:42:11Z	37.78751957	-122.39843881	566246
4	2010-06-07T18:04:19Z	37.7864788714	-122.403563261	57155
4	2010-06-07T16:18:36Z	37.7831295924	-122.4038743973	1221889
4	2010-06-05T15:02:44Z	37.7711144167	-122.4865754167	63176
4	2010-06-04T17:13:28Z	37.7864788714	-122.403563261	57155
4	2010-06-03T16:28:28Z	37.786591218	-122.403858304	152880
4	2010-06-03T14:54:16Z	37.7602741324	-122.5104010105	992976
4	2010-06-02T16:22:32Z	37.7864788714	-122.403563261	57155
4	2010-06-02T15:17:22Z	37.7602741324	-122.5104010105	992976
4	2010-05-31T22:18:34Z	37.7871813085	-122.3988299297	70354
