0,2010-10-19,restaurant
0,2010-10-18,bank
0,2010-10-17,restaurant
0,2010-10-17,hair_care
0,2010-10-16,restaurant
0,2010-10-12,restaurant
0,2010-10-12,cafe
0,2010-10-12,bank
0,2010-10-12,bank
0,2010-10-12,bank
0,2010-10-12,restaurant
0,2010-10-11,restaurant
0,2010-10-11,cafe
0,2010-10-11,restaurant
0,2010-10-10,cafe
0,2010-10-10,restaurant
0,2010-10-10,restaurant
0,2010-10-09,restaurant
0,2010-10-09,restaurant
0,2010-10-09,restaurant
0,2010-10-09,restaurant
0,2010-10-09,restaurant
0,2010-10-09,restaurant
0,2010-10-09,cafe
0,2010-10-08,bank
0,2010-10-08,bank
0,2010-10-08,bank
0,2010-10-08,restaurant
0,2010-10-08,restaurant
0,2010-10-08,restaurant
0,2010-10-08,restaurant
0,2010-10-07,cafe
0,2010-10-07,restaurant
0,2010-10-07,cafe
0,2010-10-07,restaurant
0,2010-10-07,restaurant
0,2010-10-07,restaurant
0,2010-10-06,bank
0,2010-10-05,restaurant
0,2010-10-05,restaurant
0,2010-10-05,bank
0,2010-10-04,cafe
0,2010-10-03,cafe
0,2010-10-02,cafe
0,2010-10-02,restaurant
0,2010-10-01,cafe
0,2010-09-30,restaurant
0,2010-09-29,restaurant
0,2010-09-28,hair_care
0,2010-09-27,bank
0,2010-09-26,hair_care
0,2010-09-25,bank
0,2010-09-25,restaurant
0,2010-09-24,bank
0,2010-09-24,cafe
0,2010-09-22,restaurant
0,2010-09-22,cafe
0,2010-09-21,cafe
0,2010-09-21,hair_care
0,2010-09-17,restaurant
0,2010-09-15,bank
0,2010-09-13,restaurant
0,2010-09-13,cafe
0,2010-09-13,hair_care
0,2010-09-12,cafe
0,2010-09-11,restaurant
0,2010-09-11,restaurant
0,2010-09-11,restaurant
0,2010-09-11,cafe
0,2010-09-09,restaurant
0,2010-09-09,cafe
0,2010-09-08,bank
0,2010-09-07,bank
0,2010-09-07,bank
0,2010-09-06,movie_theater
0,2010-09-05,restaurant
0,2010-09-04,cafe
0,2010-09-04,cafe
0,2010-09-03,restaurant
0,2010-09-01,restaurant
0,2010-09-01,cafe
0,2010-08-31,bank
0,2010-08-30,cafe
0,2010-08-30,restaurant
0,2010-08-30,restaurant
0,2010-08-28,cafe
0,2010-08-28,movie_theater
0,2010-08-28,restaurant
0,2010-08-28,restaurant
0,2010-08-28,restaurant
0,2010-08-28,bank
0,2010-08-26,restaurant
0,2010-08-26,restaurant
0,2010-08-26,hair_care
0,2010-08-25,bank
0,2010-08-25,movie_theater
0,2010-08-24,restaurant
0,2010-08-24,bank
0,2010-08-23,cafe
0,2010-08-21,cafe
0,2010-08-20,cafe
0,2010-08-19,restaurant
0,2010-08-19,restaurant
0,2010-08-19,restaurant
0,2010-08-19,restaurant
0,2010-08-19,restaurant
0,2010-08-19,restaurant
0,2010-08-18,restaurant
0,2010-08-18,restaurant
0,2010-08-17,restaurant
0,2010-08-17,hair_care
0,2010-08-17,bank
0,2010-08-14,cafe
0,2010-08-14,restaurant
0,2010-08-13,bank
0,2010-08-12,bank
0,2010-08-12,bank
0,2010-08-09,restaurant
0,2010-08-08,cafe
